State/Country,Year,Category of occupation,Code Version, Employed Person ('000) 
Melaka,1990,"Professional, technical and related workers",DOC 1980,19.4
Negeri Sembilan,1990,"Professional, technical and related workers",DOC 1980,17.5
Pahang,1990,"Professional, technical and related workers",DOC 1980,33.5
Pulau Pinang,1990,"Professional, technical and related workers",DOC 1980,32.6
Perak,1990,"Professional, technical and related workers",DOC 1980,48.0
Perlis,1990,"Professional, technical and related workers",DOC 1980,4.7
Selangor,1990,"Professional, technical and related workers",DOC 1980,99.2
Terengganu,1990,"Professional, technical and related workers",DOC 1980,18.0
Sabah,1990,"Professional, technical and related workers",DOC 1980,32.7
Sarawak,1990,"Professional, technical and related workers",DOC 1980,49.6
W.P. Kuala Lumpur,1990,"Professional, technical and related workers",DOC 1980,44.1
W.P Labuan,1990,"Professional, technical and related workers",DOC 1980,2.3
W.P.Putrajaya,1990,"Professional, technical and related workers",DOC 1980,
Malaysia,1990,Administrative and managerial workers ,DOC 1980,144.8
Johor,1990,Administrative and managerial workers ,DOC 1980,16.5
Kedah,1990,Administrative and managerial workers ,DOC 1980,3.2
Kelantan,1990,Administrative and managerial workers ,DOC 1980,4.5
Melaka,1990,Administrative and managerial workers ,DOC 1980,3.2
Negeri Sembilan,1990,Administrative and managerial workers ,DOC 1980,2.6
Pahang,1990,Administrative and managerial workers ,DOC 1980,5.3
Pulau Pinang,1990,Administrative and managerial workers ,DOC 1980,8.7
Perak,1990,Administrative and managerial workers ,DOC 1980,11.1
Perlis,1990,Administrative and managerial workers ,DOC 1980,0.3
Selangor,1990,Administrative and managerial workers ,DOC 1980,46.4
Terengganu,1990,Administrative and managerial workers ,DOC 1980,3.0
Sabah,1990,Administrative and managerial workers ,DOC 1980,8.7
Sarawak,1990,Administrative and managerial workers ,DOC 1980,8.3
W.P. Kuala Lumpur,1990,Administrative and managerial workers ,DOC 1980,22.2
W.P Labuan,1990,Administrative and managerial workers ,DOC 1980,0.8
W.P.Putrajaya,1990,Administrative and managerial workers ,DOC 1980,
Malaysia,1990,Clerical and related workers,DOC 1980,655.6
Johor,1990,Clerical and related workers,DOC 1980,63.7
Kedah,1990,Clerical and related workers,DOC 1980,31.2
Kelantan,1990,Clerical and related workers,DOC 1980,22.8
Melaka,1990,Clerical and related workers,DOC 1980,15.2
Negeri Sembilan,1990,Clerical and related workers,DOC 1980,15.7
Pahang,1990,Clerical and related workers,DOC 1980,30.9
Pulau Pinang,1990,Clerical and related workers,DOC 1980,54.5
Perak,1990,Clerical and related workers,DOC 1980,42.3
Perlis,1990,Clerical and related workers,DOC 1980,4.7
Selangor,1990,Clerical and related workers,DOC 1980,166.7
Terengganu,1990,Clerical and related workers,DOC 1980,11.7
Sabah,1990,Clerical and related workers,DOC 1980,43.3
Sarawak,1990,Clerical and related workers,DOC 1980,48.0
W.P. Kuala Lumpur,1990,Clerical and related workers,DOC 1980,103.2
W.P Labuan,1990,Clerical and related workers,DOC 1980,1.7
W.P.Putrajaya,1990,Clerical and related workers,DOC 1980,
Malaysia,1990,Sales workers,DOC 1980,758.7
Johor,1990,Sales workers,DOC 1980,98.9
Kedah,1990,Sales workers,DOC 1980,60.6
Kelantan,1990,Sales workers,DOC 1980,39.6
Melaka,1990,Sales workers,DOC 1980,21.4
Negeri Sembilan,1990,Sales workers,DOC 1980,24.2
Pahang,1990,Sales workers,DOC 1980,33.7
Pulau Pinang,1990,Sales workers,DOC 1980,62.4
Perak,1990,Sales workers,DOC 1980,89.0
Perlis,1990,Sales workers,DOC 1980,6.3
Selangor,1990,Sales workers,DOC 1980,113.8
Terengganu,1990,Sales workers,DOC 1980,24.2
Sabah,1990,Sales workers,DOC 1980,43.9
Sarawak,1990,Sales workers,DOC 1980,60.8
W.P. Kuala Lumpur,1990,Sales workers,DOC 1980,78.5
W.P Labuan,1990,Sales workers,DOC 1980,1.4
W.P.Putrajaya,1990,Sales workers,DOC 1980,
Malaysia,1990,Service workers,DOC 1980,762.6
Johor,1990,Service workers,DOC 1980,95.4
Kedah,1990,Service workers,DOC 1980,52.4
Kelantan,1990,Service workers,DOC 1980,38.4
Melaka,1990,Service workers,DOC 1980,25.3
Negeri Sembilan,1990,Service workers,DOC 1980,26.2
Pahang,1990,Service workers,DOC 1980,44.7
Pulau Pinang,1990,Service workers,DOC 1980,44.7
Perak,1990,Service workers,DOC 1980,82.5
Perlis,1990,Service workers,DOC 1980,7.1
Selangor,1990,Service workers,DOC 1980,124.7
Terengganu,1990,Service workers,DOC 1980,25.9
Sabah,1990,Service workers,DOC 1980,40.1
Sarawak,1990,Service workers,DOC 1980,65.6
W.P. Kuala Lumpur,1990,Service workers,DOC 1980,79.8
W.P Labuan,1990,Service workers,DOC 1980,3.2
W.P.Putrajaya,1990,Service workers,DOC 1980,
Malaysia,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,"1,750.7"
Johor,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,235.6
Kedah,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,161.7
Kelantan,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,145.5
Melaka,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,30.9
Negeri Sembilan,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,72.6
Pahang,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,186.4
Pulau Pinang,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,26.5
Perak,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,190.7
Perlis,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,19.1
Selangor,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,94.2
Terengganu,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,85.1
Sabah,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,171.7
Sarawak,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,327.1
W.P. Kuala Lumpur,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,3.2
W.P Labuan,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,0.4
W.P.Putrajaya,1990,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,
Malaysia,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,"2,092.8"
Johor,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,349.3
Kedah,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,123.4
Kelantan,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,98.8
Melaka,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,64.6
Negeri Sembilan,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,57.2
Pahang,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,94.3
Pulau Pinang,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,220.9
Perak,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,214.5
Perlis,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,14.9
Selangor,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,394.5
Terengganu,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,59.6
Sabah,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,96.5
Sarawak,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,139.4
W.P. Kuala Lumpur,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,159.7
W.P Labuan,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,5.1
W.P.Putrajaya,1990,"Production and related workers, transport equipment operators and labourers",DOC 1980,
Malaysia,1989,Total,DOC 1980,"6,390.9"
Johor,1989,Total,DOC 1980,822.3
Kedah,1989,Total,DOC 1980,443.3
Kelantan,1989,Total,DOC 1980,363.8
Melaka,1989,Total,DOC 1980,185.9
Negeri Sembilan,1989,Total,DOC 1980,229.3
Pahang,1989,Total,DOC 1980,379.1
Pulau Pinang,1989,Total,DOC 1980,436.3
Perak,1989,Total,DOC 1980,686.7
Perlis,1989,Total,DOC 1980,66.3
Selangor,1989,Total,DOC 1980,900.3
Terengganu,1989,Total,DOC 1980,229.9
Sabah,1989,Total,DOC 1980,442.3
Sarawak,1989,Total,DOC 1980,687.2
W.P. Kuala Lumpur,1989,Total,DOC 1980,504.7
W.P Labuan,1989,Total,DOC 1980,13.4
W.P.Putrajaya,1989,Total,DOC 1980,
Malaysia,1989,"Professional, technical and related workers",DOC 1980,477.0
Johor,1989,"Professional, technical and related workers",DOC 1980,51.9
Kedah,1989,"Professional, technical and related workers",DOC 1980,29.7
Kelantan,1989,"Professional, technical and related workers",DOC 1980,25.4
Melaka,1989,"Professional, technical and related workers",DOC 1980,16.1
Negeri Sembilan,1989,"Professional, technical and related workers",DOC 1980,14.4
Pahang,1989,"Professional, technical and related workers",DOC 1980,26.2
Pulau Pinang,1989,"Professional, technical and related workers",DOC 1980,28.4
Perak,1989,"Professional, technical and related workers",DOC 1980,48.4
Perlis,1989,"Professional, technical and related workers",DOC 1980,5.2
Selangor,1989,"Professional, technical and related workers",DOC 1980,92.5
Terengganu,1989,"Professional, technical and related workers",DOC 1980,17.4
Sabah,1989,"Professional, technical and related workers",DOC 1980,27.0
Sarawak,1989,"Professional, technical and related workers",DOC 1980,44.6
W.P. Kuala Lumpur,1989,"Professional, technical and related workers",DOC 1980,48.8
W.P Labuan,1989,"Professional, technical and related workers",DOC 1980,1.2
W.P.Putrajaya,1989,"Professional, technical and related workers",DOC 1980,
Malaysia,1989,Administrative and managerial workers ,DOC 1980,131.3
Johor,1989,Administrative and managerial workers ,DOC 1980,13.4
Kedah,1989,Administrative and managerial workers ,DOC 1980,4.6
Kelantan,1989,Administrative and managerial workers ,DOC 1980,4.8
Melaka,1989,Administrative and managerial workers ,DOC 1980,3.8
Negeri Sembilan,1989,Administrative and managerial workers ,DOC 1980,2.5
Pahang,1989,Administrative and managerial workers ,DOC 1980,3.5
Pulau Pinang,1989,Administrative and managerial workers ,DOC 1980,10.0
Perak,1989,Administrative and managerial workers ,DOC 1980,8.8
Perlis,1989,Administrative and managerial workers ,DOC 1980,0.6
Selangor,1989,Administrative and managerial workers ,DOC 1980,38.2
Terengganu,1989,Administrative and managerial workers ,DOC 1980,1.7
Sabah,1989,Administrative and managerial workers ,DOC 1980,7.8
Sarawak,1989,Administrative and managerial workers ,DOC 1980,8.0
W.P. Kuala Lumpur,1989,Administrative and managerial workers ,DOC 1980,23.2
W.P Labuan,1989,Administrative and managerial workers ,DOC 1980,0.2
W.P.Putrajaya,1989,Administrative and managerial workers ,DOC 1980,
Malaysia,1989,Clerical and related workers,DOC 1980,605.5
Johor,1989,Clerical and related workers,DOC 1980,51.3
Kedah,1989,Clerical and related workers,DOC 1980,25.9
Kelantan,1989,Clerical and related workers,DOC 1980,19.9
Melaka,1989,Clerical and related workers,DOC 1980,18.7
Negeri Sembilan,1989,Clerical and related workers,DOC 1980,20.4
Pahang,1989,Clerical and related workers,DOC 1980,25.9
Pulau Pinang,1989,Clerical and related workers,DOC 1980,50.3
Perak,1989,Clerical and related workers,DOC 1980,47.7
Perlis,1989,Clerical and related workers,DOC 1980,6.4
Selangor,1989,Clerical and related workers,DOC 1980,138.3
Terengganu,1989,Clerical and related workers,DOC 1980,11.7
Sabah,1989,Clerical and related workers,DOC 1980,38.4
Sarawak,1989,Clerical and related workers,DOC 1980,46.0
W.P. Kuala Lumpur,1989,Clerical and related workers,DOC 1980,103.0
W.P Labuan,1989,Clerical and related workers,DOC 1980,1.7
W.P.Putrajaya,1989,Clerical and related workers,DOC 1980,
Malaysia,1989,Sales workers,DOC 1980,726.0
Johor,1989,Sales workers,DOC 1980,88.3
Kedah,1989,Sales workers,DOC 1980,50.4
Kelantan,1989,Sales workers,DOC 1980,41.2
Melaka,1989,Sales workers,DOC 1980,22.6
Negeri Sembilan,1989,Sales workers,DOC 1980,24.2
Pahang,1989,Sales workers,DOC 1980,37.3
Pulau Pinang,1989,Sales workers,DOC 1980,57.6
Perak,1989,Sales workers,DOC 1980,91.2
Perlis,1989,Sales workers,DOC 1980,8.2
Selangor,1989,Sales workers,DOC 1980,96.9
Terengganu,1989,Sales workers,DOC 1980,29.5
Sabah,1989,Sales workers,DOC 1980,41.8
Sarawak,1989,Sales workers,DOC 1980,54.8
W.P. Kuala Lumpur,1989,Sales workers,DOC 1980,80.1
W.P Labuan,1989,Sales workers,DOC 1980,1.6
W.P.Putrajaya,1989,Sales workers,DOC 1980,
Malaysia,1989,Service workers,DOC 1980,727.0
Johor,1989,Service workers,DOC 1980,76.8
Kedah,1989,Service workers,DOC 1980,42.3
Kelantan,1989,Service workers,DOC 1980,34.1
Melaka,1989,Service workers,DOC 1980,26.4
Negeri Sembilan,1989,Service workers,DOC 1980,26.7
Pahang,1989,Service workers,DOC 1980,40.9
Pulau Pinang,1989,Service workers,DOC 1980,40.9
Perak,1989,Service workers,DOC 1980,85.6
Perlis,1989,Service workers,DOC 1980,9.7
Selangor,1989,Service workers,DOC 1980,115.9
Terengganu,1989,Service workers,DOC 1980,25.2
Sabah,1989,Service workers,DOC 1980,42.5
Sarawak,1989,Service workers,DOC 1980,53.8
W.P. Kuala Lumpur,1989,Service workers,DOC 1980,86.7
W.P Labuan,1989,Service workers,DOC 1980,2.3
W.P.Putrajaya,1989,Service workers,DOC 1980,
Malaysia,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,"1,848.9"
Johor,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,242.3
Kedah,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,175.1
Kelantan,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,146.6
Melaka,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,35.6
Negeri Sembilan,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,81.0
Pahang,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,168.3
Pulau Pinang,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,31.5
Perak,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,207.1
Perlis,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,23.4
Selangor,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,97.0
Terengganu,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,82.8
Sabah,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,189.6
Sarawak,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,362.5
W.P. Kuala Lumpur,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,4.7
W.P Labuan,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,1.3
W.P.Putrajaya,1989,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,
Malaysia,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,"1,875.0"
Johor,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,298.3
Kedah,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,115.3
Kelantan,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,91.7
Melaka,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,62.5
Negeri Sembilan,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,60.0
Pahang,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,77.0
Pulau Pinang,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,200.5
Perak,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,197.9
Perlis,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,12.8
Selangor,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,321.4
Terengganu,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,61.6
Sabah,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,95.3
Sarawak,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,117.5
W.P. Kuala Lumpur,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,158.3
W.P Labuan,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,5.1
W.P.Putrajaya,1989,"Production and related workers, transport equipment operators and labourers",DOC 1980,
Malaysia,1988,Total,DOC 1980,"6,157.2"
Johor,1988,Total,DOC 1980,792.0
Kedah,1988,Total,DOC 1980,459.3
Kelantan,1988,Total,DOC 1980,363.4
Melaka,1988,Total,DOC 1980,175.4
Negeri Sembilan,1988,Total,DOC 1980,228.0
Pahang,1988,Total,DOC 1980,351.5
Pulau Pinang,1988,Total,DOC 1980,398.9
Perak,1988,Total,DOC 1980,656.7
Perlis,1988,Total,DOC 1980,65.5
Selangor,1988,Total,DOC 1980,893.1
Terengganu,1988,Total,DOC 1980,229.8
Sabah,1988,Total,DOC 1980,424.6
Sarawak,1988,Total,DOC 1980,637.1
W.P. Kuala Lumpur,1988,Total,DOC 1980,469.6
W.P Labuan,1988,Total,DOC 1980,12.3
W.P.Putrajaya,1988,Total,DOC 1980,
Malaysia,1988,"Professional, technical and related workers",DOC 1980,454.1
Johor,1988,"Professional, technical and related workers",DOC 1980,53.2
Kedah,1988,"Professional, technical and related workers",DOC 1980,27.7
Kelantan,1988,"Professional, technical and related workers",DOC 1980,27.3
Melaka,1988,"Professional, technical and related workers",DOC 1980,16.2
Negeri Sembilan,1988,"Professional, technical and related workers",DOC 1980,17.6
Pahang,1988,"Professional, technical and related workers",DOC 1980,18.7
Pulau Pinang,1988,"Professional, technical and related workers",DOC 1980,29.5
Perak,1988,"Professional, technical and related workers",DOC 1980,43.3
Perlis,1988,"Professional, technical and related workers",DOC 1980,4.7
Selangor,1988,"Professional, technical and related workers",DOC 1980,87.8
Terengganu,1988,"Professional, technical and related workers",DOC 1980,17.4
Sabah,1988,"Professional, technical and related workers",DOC 1980,26.1
Sarawak,1988,"Professional, technical and related workers",DOC 1980,41.4
W.P. Kuala Lumpur,1988,"Professional, technical and related workers",DOC 1980,42.3
W.P Labuan,1988,"Professional, technical and related workers",DOC 1980,1.0
W.P.Putrajaya,1988,"Professional, technical and related workers",DOC 1980,
Malaysia,1988,Administrative and managerial workers ,DOC 1980,127.9
Johor,1988,Administrative and managerial workers ,DOC 1980,10.9
Kedah,1988,Administrative and managerial workers ,DOC 1980,5.5
Kelantan,1988,Administrative and managerial workers ,DOC 1980,2.9
Melaka,1988,Administrative and managerial workers ,DOC 1980,4.1
Negeri Sembilan,1988,Administrative and managerial workers ,DOC 1980,4.6
Pahang,1988,Administrative and managerial workers ,DOC 1980,2.5
Pulau Pinang,1988,Administrative and managerial workers ,DOC 1980,10.2
Perak,1988,Administrative and managerial workers ,DOC 1980,8.4
Perlis,1988,Administrative and managerial workers ,DOC 1980,0.8
Selangor,1988,Administrative and managerial workers ,DOC 1980,39.0
Terengganu,1988,Administrative and managerial workers ,DOC 1980,2.0
Sabah,1988,Administrative and managerial workers ,DOC 1980,7.9
Sarawak,1988,Administrative and managerial workers ,DOC 1980,7.0
W.P. Kuala Lumpur,1988,Administrative and managerial workers ,DOC 1980,21.8
W.P Labuan,1988,Administrative and managerial workers ,DOC 1980,0.3
W.P.Putrajaya,1988,Administrative and managerial workers ,DOC 1980,
Malaysia,1988,Clerical and related workers,DOC 1980,574.4
Johor,1988,Clerical and related workers,DOC 1980,50.6
Kedah,1988,Clerical and related workers,DOC 1980,32.2
Kelantan,1988,Clerical and related workers,DOC 1980,18.0
Melaka,1988,Clerical and related workers,DOC 1980,14.1
Negeri Sembilan,1988,Clerical and related workers,DOC 1980,14.9
Pahang,1988,Clerical and related workers,DOC 1980,25.1
Pulau Pinang,1988,Clerical and related workers,DOC 1980,48.1
Perak,1988,Clerical and related workers,DOC 1980,46.3
Perlis,1988,Clerical and related workers,DOC 1980,5.6
Selangor,1988,Clerical and related workers,DOC 1980,129.7
Terengganu,1988,Clerical and related workers,DOC 1980,13.6
Sabah,1988,Clerical and related workers,DOC 1980,38.5
Sarawak,1988,Clerical and related workers,DOC 1980,40.7
W.P. Kuala Lumpur,1988,Clerical and related workers,DOC 1980,95.4
W.P Labuan,1988,Clerical and related workers,DOC 1980,1.7
W.P.Putrajaya,1988,Clerical and related workers,DOC 1980,
Malaysia,1988,Sales workers,DOC 1980,728.1
Johor,1988,Sales workers,DOC 1980,85.4
Kedah,1988,Sales workers,DOC 1980,53.3
Kelantan,1988,Sales workers,DOC 1980,44.2
Melaka,1988,Sales workers,DOC 1980,23.3
Negeri Sembilan,1988,Sales workers,DOC 1980,27.9
Pahang,1988,Sales workers,DOC 1980,31.5
Pulau Pinang,1988,Sales workers,DOC 1980,53.4
Perak,1988,Sales workers,DOC 1980,89.8
Perlis,1988,Sales workers,DOC 1980,6.0
Selangor,1988,Sales workers,DOC 1980,112.0
Terengganu,1988,Sales workers,DOC 1980,28.8
Sabah,1988,Sales workers,DOC 1980,37.8
Sarawak,1988,Sales workers,DOC 1980,52.2
W.P. Kuala Lumpur,1988,Sales workers,DOC 1980,81.1
W.P Labuan,1988,Sales workers,DOC 1980,1.5
W.P.Putrajaya,1988,Sales workers,DOC 1980,
Malaysia,1988,Service workers,DOC 1980,728.3
Johor,1988,Service workers,DOC 1980,92.3
Kedah,1988,Service workers,DOC 1980,47.5
Kelantan,1988,Service workers,DOC 1980,33.3
Melaka,1988,Service workers,DOC 1980,21.8
Negeri Sembilan,1988,Service workers,DOC 1980,27.7
Pahang,1988,Service workers,DOC 1980,36.4
Pulau Pinang,1988,Service workers,DOC 1980,36.4
Perak,1988,Service workers,DOC 1980,84.5
Perlis,1988,Service workers,DOC 1980,12.8
Selangor,1988,Service workers,DOC 1980,119.0
Terengganu,1988,Service workers,DOC 1980,24.4
Sabah,1988,Service workers,DOC 1980,39.9
Sarawak,1988,Service workers,DOC 1980,50.9
W.P. Kuala Lumpur,1988,Service workers,DOC 1980,81.9
W.P Labuan,1988,Service workers,DOC 1980,2.1
W.P.Putrajaya,1988,Service workers,DOC 1980,
Malaysia,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,"1,892.5"
Johor,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,248.8
Kedah,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,189.3
Kelantan,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,151.0
Melaka,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,43.1
Negeri Sembilan,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,84.7
Pahang,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,164.8
Pulau Pinang,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,33.5
Perak,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,206.7
Perlis,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,20.0
Selangor,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,135.0
Terengganu,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,84.7
Sabah,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,194.0
Sarawak,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,329.6
W.P. Kuala Lumpur,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,6.0
W.P Labuan,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,1.2
W.P.Putrajaya,1988,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,
Malaysia,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,"1,651.7"
Johor,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,250.8
Kedah,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,103.8
Kelantan,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,86.8
Melaka,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,52.9
Negeri Sembilan,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,50.6
Pahang,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,72.4
Pulau Pinang,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,170.3
Perak,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,177.8
Perlis,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,15.6
Selangor,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,270.5
Terengganu,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,59.0
Sabah,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,80.4
Sarawak,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,115.3
W.P. Kuala Lumpur,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,141.0
W.P Labuan,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,4.6
W.P.Putrajaya,1988,"Production and related workers, transport equipment operators and labourers",DOC 1980,
Malaysia,1987,Total,DOC 1980,"5,983.9"
Johor,1987,Total,DOC 1980,732.7
Kedah,1987,Total,DOC 1980,420.1
Kelantan,1987,Total,DOC 1980,350.5
Melaka,1987,Total,DOC 1980,176.7
Negeri Sembilan,1987,Total,DOC 1980,221.7
Pahang,1987,Total,DOC 1980,335.9
Pulau Pinang,1987,Total,DOC 1980,404.8
Perak,1987,Total,DOC 1980,670.5
Perlis,1987,Total,DOC 1980,60.6
Selangor,1987,Total,DOC 1980,865.0
Terengganu,1987,Total,DOC 1980,208.9
Sabah,1987,Total,DOC 1980,424.3
Sarawak,1987,Total,DOC 1980,642.0
W.P. Kuala Lumpur,1987,Total,DOC 1980,457.9
W.P Labuan,1987,Total,DOC 1980,12.3
W.P.Putrajaya,1987,Total,DOC 1980,
Malaysia,1987,"Professional, technical and related workers",DOC 1980,452.0
Johor,1987,"Professional, technical and related workers",DOC 1980,47.7
Kedah,1987,"Professional, technical and related workers",DOC 1980,26.2
Kelantan,1987,"Professional, technical and related workers",DOC 1980,25.8
Melaka,1987,"Professional, technical and related workers",DOC 1980,15.9
Negeri Sembilan,1987,"Professional, technical and related workers",DOC 1980,16.4
Pahang,1987,"Professional, technical and related workers",DOC 1980,25.3
Pulau Pinang,1987,"Professional, technical and related workers",DOC 1980,28.9
Perak,1987,"Professional, technical and related workers",DOC 1980,47.8
Perlis,1987,"Professional, technical and related workers",DOC 1980,4.1
Selangor,1987,"Professional, technical and related workers",DOC 1980,85.3
Terengganu,1987,"Professional, technical and related workers",DOC 1980,17.4
Sabah,1987,"Professional, technical and related workers",DOC 1980,23.3
Sarawak,1987,"Professional, technical and related workers",DOC 1980,41.3
W.P. Kuala Lumpur,1987,"Professional, technical and related workers",DOC 1980,45.6
W.P Labuan,1987,"Professional, technical and related workers",DOC 1980,0.9
W.P.Putrajaya,1987,"Professional, technical and related workers",DOC 1980,
Malaysia,1987,Administrative and managerial workers ,DOC 1980,117.7
Johor,1987,Administrative and managerial workers ,DOC 1980,10.2
Kedah,1987,Administrative and managerial workers ,DOC 1980,4.1
Kelantan,1987,Administrative and managerial workers ,DOC 1980,2.5
Melaka,1987,Administrative and managerial workers ,DOC 1980,4.1
Negeri Sembilan,1987,Administrative and managerial workers ,DOC 1980,3.3
Pahang,1987,Administrative and managerial workers ,DOC 1980,3.0
